YearMonth,Year,Month,Store,Sales,Customers,Sales_per_Customer
2013-01,2013,1,207,265240,31749,8.354278874925194
2013-01,2013,1,208,71568,10360,6.908108108108108
2013-01,2013,1,209,133606,14716,9.078961674368035
2013-01,2013,1,210,69665,7975,8.735423197492164
2013-01,2013,1,211,338138,39424,8.576958198051948
2013-01,2013,1,212,116208,11531,10.07787702714422
2013-01,2013,1,213,156488,13085,11.959342758884219
2013-01,2013,1,214,221919,17276,12.845508219495253
2013-01,2013,1,215,151230,11883,12.726584195910124
2013-01,2013,1,216,176981,22378,7.908704978103494
2013-01,2013,1,217,106267,15536,6.840048918640576
2013-01,2013,1,218,135560,19066,7.110038812545893
2013-01,2013,1,219,77810,10223,7.61126870781571
2013-01,2013,1,220,119956,16856,7.116516373991457
2013-01,2013,1,221,122146,12195,10.016072160721608
2013-01,2013,1,222,129834,14720,8.820244565217392
2013-01,2013,1,223,157244,16887,9.311541422395926
2013-01,2013,1,224,130296,9937,13.112206903492
2013-01,2013,1,225,116688,12902,9.044179197023718
2013-01,2013,1,226,204442,19134,10.684749660290581
2013-01,2013,1,227,133165,13288,10.02144792293799
2013-01,2013,1,228,175250,13675,12.815356489945156
2013-01,2013,1,229,191916,17178,11.172196996157876
2013-01,2013,1,230,167061,21927,7.618962922424409
2013-01,2013,1,231,104423,9001,11.601266525941561
2013-01,2013,1,232,37257,3274,11.379657910812462
2013-01,2013,1,233,226334,25467,8.887344406486825
2013-01,2013,1,234,255867,24251,10.550781411075832
2013-01,2013,1,235,142068,12529,11.339133210950594
2013-01,2013,1,236,175925,21884,8.038978248949004
2013-01,2013,1,237,117572,15227,7.721284560320483
2013-01,2013,1,238,190841,27912,6.837238463743193
2013-01,2013,1,239,100202,9975,10.04531328320802
2013-01,2013,1,240,118763,11511,10.317348623056207
2013-01,2013,1,241,152831,16853,9.068474455586543
2013-01,2013,1,242,99140,9005,11.009439200444199
2013-01,2013,1,243,158705,22848,6.946122198879552
2013-01,2013,1,244,120585,13274,9.084300135603435
2013-01,2013,1,245,187727,20970,8.952169766332856
2013-01,2013,1,246,173648,23876,7.272910035181773
2013-01,2013,1,247,188217,16168,11.641328550222662
2013-01,2013,1,248,201149,27967,7.192369578431723
2013-01,2013,1,249,119360,12972,9.201356768424299
2013-01,2013,1,250,180429,14677,12.293316072766915
2013-01,2013,1,251,473237,59717,7.924661319222332
2013-01,2013,1,252,266290,20167,13.204244557941191
2013-01,2013,1,253,126411,16472,7.674295774647887
2013-01,2013,1,254,61958,5830,10.627444253859348
2013-01,2013,1,255,144408,15454,9.344376860359777
2013-01,2013,1,256,237681,31379,7.57452436342777
2013-01,2013,1,257,149521,17677,8.458505402500425
2013-01,2013,1,258,131863,11676,11.293508050702295
2013-01,2013,1,259,188460,44032,4.280069040697675
2013-01,2013,1,260,164396,22625,7.266121546961326
2013-01,2013,1,261,305821,23242,13.158118922640048
2013-01,2013,1,262,566482,93111,6.083942820934154
2013-01,2013,1,263,71452,7362,9.705514805759304
2013-01,2013,1,264,194032,26378,7.35582682538479
2013-01,2013,1,265,118244,12648,9.348829854522455
2013-01,2013,1,266,120542,14177,8.502645129435
2013-01,2013,1,267,220899,28079,7.867053670002493
2013-01,2013,1,268,114312,14638,7.80926356059571
2013-01,2013,1,269,213890,29249,7.312728640295394
2013-01,2013,1,270,224885,29187,7.7049713913728715
2013-01,2013,1,271,180044,19660,9.157884028484231
2013-01,2013,1,272,143894,15298,9.406066152438227
2013-01,2013,1,273,145979,15262,9.564866989909579
2013-01,2013,1,274,73795,20482,3.602919636754223
2013-01,2013,1,275,189985,19250,9.869350649350649
2013-01,2013,1,276,98071,13067,7.505242213208847
2013-01,2013,1,277,162759,13524,12.034826974267968
2013-01,2013,1,278,168788,19609,8.607680146871335
2013-01,2013,1,279,165922,13150,12.61764258555133
2013-01,2013,1,280,152855,13252,11.534485360700272
2013-01,2013,1,281,135928,13319,10.205570988812974
2013-01,2013,1,282,106146,15769,6.731308263047752
2013-01,2013,1,283,165981,17431,9.522173139808388
2013-01,2013,1,284,127103,10920,11.639468864468865
2013-01,2013,1,285,107242,10237,10.475920679886686
2013-01,2013,1,286,122917,10888,11.289217487141807
2013-01,2013,1,287,194965,20114,9.69299990056677
2013-01,2013,1,288,132295,10026,13.195192499501296
2013-01,2013,1,289,146567,12938,11.328412428505178
2013-01,2013,1,290,163816,16740,9.785902031063321
2013-01,2013,1,291,191793,21127,9.078099114876698
2013-01,2013,1,292,138305,17604,7.856453078845717
2013-01,2013,1,293,152749,20666,7.391319074808865
2013-01,2013,1,294,127782,17742,7.202231991883666
2013-01,2013,1,295,107952,14434,7.479007898018567
2013-01,2013,1,296,163049,18306,8.90686113842456
2013-01,2013,1,297,168545,18258,9.231295870303429
2013-01,2013,1,298,199558,16387,12.17782388478672
2013-01,2013,1,299,109148,12135,8.99447878038731
2013-01,2013,1,300,143390,18178,7.888106502365496
2013-01,2013,1,301,126647,14668,8.634237796563948
2013-01,2013,1,302,80453,7157,11.241162498253459
2013-01,2013,1,303,148297,16408,9.038091175036568
2013-01,2013,1,304,160878,25015,6.431261243254047
2013-01,2013,1,305,92737,9341,9.92795203939621
2013-01,2013,1,306,107741,11638,9.257690324798075
2013-01,2013,1,307,64478,7716,8.356402280974597
2013-01,2013,1,308,277666,26453,10.496578837938985
2013-01,2013,1,309,171560,14766,11.618583231748612
2013-01,2013,1,310,214735,19483,11.0216599086383
2013-01,2013,1,311,145680,18256,7.979842243645924
2013-01,2013,1,312,132370,13118,10.090715048025613
2013-01,2013,1,313,166027,17434,9.523173110014913
2013-01,2013,1,314,123116,14509,8.485491763732856
2013-01,2013,1,315,96587,10821,8.925884853525552
2013-01,2013,1,316,223509,21028,10.629113562868556
2013-01,2013,1,317,129947,14305,9.084026564138414
2013-01,2013,1,318,179269,16411,10.923709706903907
2013-01,2013,1,319,185548,21433,8.657117529043997
2013-01,2013,1,320,349370,50592,6.9056372549019605
2013-01,2013,1,321,145085,14703,9.867714071958103
2013-01,2013,1,322,120699,13576,8.890615792575133
2013-01,2013,1,323,160810,14539,11.060595639314945
2013-01,2013,1,324,141151,18642,7.571666130243536
2013-01,2013,1,325,168086,17704,9.494238590149118
2013-01,2013,1,326,106256,9307,11.41678306650908
2013-01,2013,1,327,178478,23163,7.705305875750119
2013-01,2013,1,328,106640,13265,8.03920090463626
2013-01,2013,1,329,163813,15519,10.555641471744313
2013-01,2013,1,330,90645,10233,8.858106127235414
2013-01,2013,1,331,160598,22077,7.274448521085293
2013-01,2013,1,332,88891,12523,7.098219276531182
2013-01,2013,1,333,229575,30468,7.534954706577393
2013-01,2013,1,334,142221,15071,9.436732798089045
2013-01,2013,1,335,378964,73384,5.164122969584651
2013-01,2013,1,336,340032,49335,6.892307692307693
2013-01,2013,1,337,102934,8006,12.857107169622783
2013-01,2013,1,338,205595,18106,11.35507566552524
2013-01,2013,1,339,1402,251,5.585657370517929
2013-01,2013,1,340,150241,17495,8.587653615318663
2013-01,2013,1,341,124211,17754,6.996226202545905
2013-01,2013,1,342,274757,21082,13.032776776396926
2013-01,2013,1,343,162954,17016,9.576516220028209
2013-01,2013,1,344,188837,26282,7.185031580549426
2013-01,2013,1,345,106524,11863,8.97951614262834
2013-01,2013,1,346,141276,13688,10.321157218001169
2013-01,2013,1,347,103320,8478,12.186836518046709
2013-01,2013,1,348,205865,17880,11.513702460850112
2013-01,2013,1,350,162447,12302,13.204926028288083
2013-01,2013,1,351,132418,12209,10.845933327872881
2013-01,2013,1,352,163030,16033,10.168402669494169
2013-01,2013,1,353,98356,30608,3.21340825927862
2013-01,2013,1,354,191592,16709,11.466395355796278
2013-01,2013,1,355,222331,27685,8.030738667148276
2013-01,2013,1,356,115833,9532,12.152014267729752
2013-01,2013,1,357,203332,27089,7.506072575584185
2013-01,2013,1,358,242824,27507,8.827716581233867
2013-01,2013,1,359,160373,14689,10.917897746613113
2013-01,2013,1,360,169962,18750,9.06464
2013-01,2013,1,361,134529,15385,8.744166395840104
2013-01,2013,1,362,225194,26866,8.382118662994118
2013-01,2013,1,363,173730,23345,7.441850503319769
2013-01,2013,1,364,63495,9822,6.464569334147831
2013-01,2013,1,365,129146,14454,8.93496609934966
2013-01,2013,1,366,143673,14784,9.718141233766234
2013-01,2013,1,367,120493,12876,9.357952780366574
2013-01,2013,1,368,219586,16647,13.190725055565567
2013-01,2013,1,369,167028,13748,12.149258073901658
2013-01,2013,1,370,177410,14851,11.945996902565485
2013-01,2013,1,371,165720,13371,12.393986986762396
2013-01,2013,1,372,201809,18252,11.056815691431076
2013-01,2013,1,373,98678,7226,13.655964572377526
2013-01,2013,1,374,165909,20152,8.23288011115522
2013-01,2013,1,375,213266,18387,11.598738238973187
2013-01,2013,1,376,215565,25374,8.495507212106881
2013-01,2013,1,377,156869,20849,7.524053911458583
2013-01,2013,1,378,112539,17640,6.379761904761905
2013-01,2013,1,379,89019,11158,7.978042659974906
2013-01,2013,1,380,381218,36184,10.535540570417865
2013-01,2013,1,381,211149,24426,8.644436256448047
2013-01,2013,1,382,184478,15617,11.81264007171672
2013-01,2013,1,383,420911,54873,7.670639476609626
2013-01,2013,1,384,195958,23461,8.352499893440177
2013-01,2013,1,385,173442,15967,10.86252896599236
2013-01,2013,1,386,203525,15964,12.748997744926085
2013-01,2013,1,387,275145,36965,7.443392398214527
2013-01,2013,1,388,239052,26888,8.890657542398095
2013-01,2013,1,389,253319,32398,7.818970306809062
2013-01,2013,1,390,275985,25919,10.647980246151471
2013-01,2013,1,391,130298,16726,7.790147076407988
2013-01,2013,1,392,168663,17342,9.72569484488525
2013-01,2013,1,393,135303,13748,9.841649694501019
2013-01,2013,1,394,182344,14744,12.367335865436788
2013-01,2013,1,395,96464,12905,7.4749321968229365
2013-01,2013,1,396,239466,26704,8.967420611144398
2013-01,2013,1,397,115640,16967,6.815583190899982
2013-01,2013,1,398,122508,14542,8.424425801127768
2013-01,2013,1,399,126948,13497,9.405645699044232
2013-01,2013,1,400,204260,29313,6.968239347729677
2013-01,2013,1,401,156464,15585,10.039396855951235
2013-01,2013,1,402,132709,14820,8.95472334682861
2013-01,2013,1,403,181913,18399,9.887113430077722
2013-01,2013,1,404,46721,5106,9.150215432824128
2013-01,2013,1,405,111526,12403,8.991856808836571
2013-01,2013,1,406,99054,8377,11.82451951772711
2013-01,2013,1,407,91620,7705,11.890979883192731
2013-01,2013,1,408,121587,12253,9.923039255692483
2013-01,2013,1,409,122259,12348,9.9011175898931
2013-01,2013,1,410,154262,20301,7.598738978375449
2013-01,2013,1,411,202560,16205,12.499845726627584
2013-01,2013,1,412,211738,15034,14.083943062391912
2013-01,2013,1,413,168081,21898,7.675632477851859
2013-01,2013,1,414,141165,11295,12.49800796812749
2013-01,2013,1,415,137460,11714,11.734676455523305
2013-01,2013,1,416,247192,32743,7.549460953486241
2013-01,2013,1,417,193146,21152,9.131335098335855
2013-01,2013,1,418,127461,13862,9.194993507430386
2013-01,2013,1,419,135258,22361,6.0488350252672065
2013-01,2013,1,420,97334,8691,11.199401679898745
2013-01,2013,1,421,219737,25865,8.49553450608931
2013-01,2013,1,422,105621,11315,9.33460008837826
2013-01,2013,1,423,283985,48221,5.889239128180668
2013-01,2013,1,424,152612,17193,8.876403187343687
2013-01,2013,1,425,75076,10447,7.186369292619891
2013-01,2013,1,426,121361,15619,7.770087713682054
2013-01,2013,1,427,201310,20234,9.949095581694179
2013-01,2013,1,428,144393,11945,12.088154039347007
2013-01,2013,1,429,125767,10269,12.247249001850228
2013-01,2013,1,430,201022,16546,12.149280792940893
2013-01,2013,1,431,210228,23563,8.921953910792343
2013-01,2013,1,432,258537,36889,7.008512022554149
2013-01,2013,1,433,138717,15729,8.819187488079343
2013-01,2013,1,434,220697,17172,12.852143023526672
2013-01,2013,1,435,82100,10143,8.094252193631075
2013-01,2013,1,436,127706,15287,8.353895466736443
2013-01,2013,1,437,153242,15855,9.665216020182907
2013-01,2013,1,438,103930,11357,9.15118429162631
2013-01,2013,1,439,180275,22875,7.880874316939891
2013-01,2013,1,440,122368,14551,8.409593842347604
2013-01,2013,1,441,138164,15443,8.946707246001425
2013-01,2013,1,442,98999,10877,9.101682449204745
2013-01,2013,1,443,122902,12090,10.165591397849463
2013-01,2013,1,444,279746,34420,8.1274259151656
2013-01,2013,1,445,188036,29527,6.368273105970807
2013-01,2013,1,446,119505,16635,7.1839495040577095
2013-01,2013,1,447,129406,15520,8.338015463917525
2013-01,2013,1,448,205522,18589,11.056108451234602
2013-01,2013,1,449,284514,39156,7.266166104811523
2013-01,2013,1,450,212514,28138,7.552562371170659
2013-01,2013,1,451,125533,11204,11.204302034987505
2013-01,2013,1,452,147110,13845,10.62549656915854
2013-01,2013,1,453,145891,16882,8.64180784267267
2013-01,2013,1,454,142272,18299,7.77485108475873
2013-01,2013,1,455,138883,9579,14.498695062115043
2013-01,2013,1,456,146450,21459,6.824642341208817
2013-01,2013,1,457,98152,9279,10.577863993964867
2013-01,2013,1,458,173982,16737,10.395052876859653
2013-01,2013,1,459,209895,27863,7.53310842335714
2013-01,2013,1,460,88994,8434,10.551814085843016
2013-01,2013,1,461,128586,12581,10.220650186789603
2013-01,2013,1,462,119385,15052,7.931504119053947
2013-01,2013,1,463,152668,25581,5.968023142175833
2013-01,2013,1,464,256278,32261,7.943895105545395
2013-01,2013,1,465,176629,14159,12.474680415283565
2013-01,2013,1,466,178162,18379,9.693780945644486
2013-01,2013,1,467,314027,39019,8.0480535123914
2013-01,2013,1,468,170306,20419,8.340565159900093
2013-01,2013,1,469,306568,40520,7.565844027640671
2013-01,2013,1,470,322380,44659,7.218701717458967
2013-01,2013,1,471,172505,14534,11.869065639190863
2013-01,2013,1,472,126551,17928,7.058846497099509
2013-01,2013,1,473,89048,12606,7.063937807393304
2013-01,2013,1,474,173541,17793,9.753329961220706
2013-01,2013,1,475,150302,23664,6.351504394861393
2013-01,2013,1,476,139059,16649,8.352393537149378
2013-01,2013,1,477,149003,10942,13.617528788155731
2013-01,2013,1,478,166601,17542,9.497263709953256
2013-01,2013,1,479,263163,31607,8.326098649033442
2013-01,2013,1,480,121359,15884,7.640329891714933
2013-01,2013,1,481,98899,9566,10.338595024043487
2013-01,2013,1,482,204738,23790,8.606052963430013
2013-01,2013,1,483,114529,15839,7.230822652945261
2013-01,2013,1,484,173235,17438,9.934338800321138
2013-01,2013,1,485,102407,9154,11.1871313087175
2013-01,2013,1,486,94898,12496,7.594270166453265
2013-01,2013,1,487,154242,15855,9.728287606433302
2013-01,2013,1,488,84472,9315,9.068384326355341
2013-01,2013,1,489,163571,15492,10.55841724761167
2013-01,2013,1,490,209561,27106,7.731166531395263
2013-01,2013,1,491,137353,11502,11.941662319596592
2013-01,2013,1,492,179912,27495,6.543444262593199
2013-01,2013,1,493,168972,17050,9.910381231671554
2013-01,2013,1,494,219256,31501,6.9602869750166665
2013-01,2013,1,495,113011,8880,12.726463963963964
2013-01,2013,1,496,180857,20961,8.628262010400267
2013-01,2013,1,497,213293,27519,7.750754024492169
2013-01,2013,1,498,176395,22373,7.884280159120368
2013-01,2013,1,499,116983,17196,6.802919283554315
2013-01,2013,1,500,101167,7992,12.658533533533534
2013-01,2013,1,501,139716,15319,9.120438670931524
2013-01,2013,1,502,250419,35737,7.00727537286286
2013-01,2013,1,503,145024,10978,13.210420841683367
2013-01,2013,1,504,160248,24081,6.654540924380217
2013-01,2013,1,505,109335,14786,7.3944947923711615
2013-01,2013,1,506,191064,22163,8.6208545774489
2013-01,2013,1,507,190708,15287,12.475174985281612
2013-01,2013,1,508,142470,14790,9.632860040567952
2013-01,2013,1,509,149536,13225,11.307069943289225
2013-01,2013,1,510,192119,20840,9.218761996161229
2013-01,2013,1,511,140677,20533,6.851263819217844
2013-01,2013,1,512,83072,19358,4.291352412439301
2013-01,2013,1,513,474301,55204,8.591786827041519
2013-01,2013,1,514,127227,13800,9.219347826086956
2013-01,2013,1,515,204140,16992,12.01388888888889
2013-01,2013,1,516,127453,17746,7.1820691986926635
2013-01,2013,1,517,9334,1303,7.163468917881811
2013-01,2013,1,518,129959,11671,11.135206923142833
2013-01,2013,1,519,121290,13728,8.835227272727273
2013-01,2013,1,520,87674,9787,8.958209870236027
2013-01,2013,1,521,117351,10084,11.637346291154303
2013-01,2013,1,522,184912,14928,12.386923901393354
2013-01,2013,1,523,476071,55112,8.63824575410074
2013-01,2013,1,524,188210,20996,8.964088397790055
2013-01,2013,1,525,263694,22327,11.810543288395216
2013-01,2013,1,526,251664,36124,6.96667035765696
2013-01,2013,1,527,247589,23707,10.443708609271523
2013-01,2013,1,528,256606,23419,10.957171527392289
2013-01,2013,1,529,171857,17836,9.635400313971742
2013-01,2013,1,530,68984,10226,6.745941717191473
2013-01,2013,1,531,113193,14543,7.783332187306608
2013-01,2013,1,532,265237,32455,8.172454167308581
2013-01,2013,1,533,207154,20926,9.899359648284431
2013-01,2013,1,534,198410,15334,12.93922003391157
2013-01,2013,1,535,193200,22790,8.47740236946029
2013-01,2013,1,536,190571,21721,8.773583168362414
2013-01,2013,1,537,112775,13097,8.610750553561884
